Age,Education,Race,Sex,Hours Per Week,Salary
32, HS-grad, White, Male,40, <=50K
27, Bachelors, White, Male,40, <=50K
27, HS-grad, White, Male,35, <=50K
20, Some-college, White, Male,60, <=50K
64, 7th-8th, White, Male,40, <=50K
55, Masters, White, Female,40, <=50K
46, HS-grad, White, Female,43, <=50K
45, Some-college, White, Male,55, <=50K
26, HS-grad, White, Male,40, <=50K
36, HS-grad, White, Male,40, <=50K
25, Bachelors, White, Female,40, <=50K
58, 10th, White, Male,40, >50K
39, Bachelors, White, Male,45, <=50K
47, HS-grad, Asian-Pac-Islander, Female,45, <=50K
35, Masters, White, Male,48, <=50K
38, HS-grad, White, Male,40, <=50K
50, 11th, White, Male,40, <=50K
36, HS-grad, White, Female,38, <=50K
28, 5th-6th, White, Male,40, <=50K
44, HS-grad, White, Female,45, <=50K
40, HS-grad, White, Female,40, <=50K
55, Some-college, White, Male,40, >50K
29, HS-grad, White, Male,45, <=50K
33, HS-grad, White, Male,45, <=50K
19, Some-college, White, Female,30, <=50K
32, Bachelors, White, Male,40, >50K
45, Masters, Black, Male,10, >50K
23, HS-grad, White, Male,25, <=50K
31, Assoc-voc, Black, Male,40, <=50K
22, Some-college, Asian-Pac-Islander, Female,40, <=50K
59, HS-grad, Black, Male,40, <=50K
32, Some-college, White, Male,38, <=50K
49, Some-college, White, Female,40, <=50K
22, Some-college, White, Male,30, <=50K
26, Some-college, White, Male,30, <=50K
23, Some-college, Asian-Pac-Islander, Male,40, <=50K
55, Some-college, White, Female,50, <=50K
47, HS-grad, White, Male,49, >50K
44, HS-grad, White, Male,40, <=50K
27, Some-college, White, Male,24, <=50K
40, Masters, White, Female,37, >50K
32, Bachelors, White, Female,8, >50K
20, Some-college, Asian-Pac-Islander, Male,40, <=50K
84, HS-grad, White, Female,33, <=50K
40, Some-college, White, Male,50, <=50K
37, Bachelors, White, Female,40, <=50K
44, Some-college, White, Male,40, <=50K
47, Some-college, White, Female,40, <=50K
62, Some-college, White, Male,25, <=50K
19, Some-college, White, Female,40, <=50K
47, HS-grad, White, Male,45, <=50K
44, HS-grad, Black, Male,40, <=50K
26, Bachelors, White, Male,41, <=50K
36, Some-college, White, Male,40, <=50K
52, 11th, White, Male,40, <=50K
33, Some-college, White, Female,40, <=50K
48, HS-grad, White, Male,40, <=50K
33, HS-grad, Black, Male,40, <=50K
25, Bachelors, White, Male,20, <=50K
62, Bachelors, White, Male,40, <=50K
38, Some-college, White, Male,40, <=50K
46, HS-grad, White, Male,65, <=50K
18, Some-college, White, Female,40, <=50K
46, Bachelors, White, Male,44, >50K
38, HS-grad, White, Female,70, <=50K
52, Some-college, White, Male,40, >50K
63, 7th-8th, White, Male,15, <=50K
49, Some-college, White, Male,43, <=50K
17, 11th, White, Female,12, <=50K
33, HS-grad, White, Female,35, <=50K
70, HS-grad, White, Female,20, <=50K
19, Some-college, White, Female,15, <=50K
27, HS-grad, White, Female,40, >50K
61, Some-college, White, Male,40, <=50K
33, Bachelors, White, Male,25, >50K
46, Bachelors, White, Male,42, >50K
29, 10th, White, Female,40, <=50K
40, Some-college, White, Male,40, <=50K
43, HS-grad, White, Male,38, >50K
24, HS-grad, White, Male,40, <=50K
29, Some-college, White, Male,60, <=50K
61, HS-grad, Black, Female,17, <=50K
48, 11th, White, Female,34, <=50K
19, Some-college, White, Male,20, <=50K
30, Some-college, White, Female,40, <=50K
24, Some-college, White, Male,30, <=50K
39, Masters, White, Female,43, <=50K
46, Some-college, White, Female,60, <=50K
40, HS-grad, White, Male,72, >50K
27, Bachelors, White, Female,40, <=50K
25, Masters, White, Female,40, <=50K
31, 11th, White, Male,40, <=50K
58, Bachelors, White, Male,45, <=50K
33, HS-grad, White, Female,42, >50K
40, HS-grad, White, Female,25, <=50K
40, Masters, White, Male,70, >50K
31, HS-grad, White, Male,40, <=50K
33, HS-grad, Asian-Pac-Islander, Female,48, <=50K
49, Assoc-acdm, White, Male,45, <=50K
24, Assoc-voc, White, Male,40, <=50K
46, HS-grad, White, Male,40, <=50K
58, Masters, White, Male,40, >50K
20, Some-college, White, Female,20, <=50K
65, HS-grad, White, Male,40, <=50K
43, Some-college, White, Female,40, <=50K
48, Masters, Asian-Pac-Islander, Male,50, <=50K
41, Some-college, White, Male,54, <=50K
27, Some-college, White, Female,30, <=50K
52, Some-college, White, Male,12, <=50K
26, HS-grad, Asian-Pac-Islander, Male,60, <=50K
52, HS-grad, White, Male,40, <=50K
52, Some-college, White, Female,38, <=50K
19, HS-grad, Black, Male,30, <=50K
39, Some-college, White, Female,45, <=50K
47, Some-college, White, Female,40, <=50K
27, HS-grad, Other, Male,40, <=50K
48, Some-college, White, Male,40, <=50K
50, HS-grad, White, Female,35, <=50K
60, Some-college, White, Male,60, <=50K
28, Assoc-acdm, White, Male,45, >50K
47, HS-grad, Black, Female,40, <=50K
69, Bachelors, White, Male,20, <=50K
40, HS-grad, Asian-Pac-Islander, Male,66, <=50K
37, HS-grad, White, Female,40, <=50K
41, Masters, White, Male,40, <=50K
38, HS-grad, Asian-Pac-Islander, Male,48, <=50K
46, Assoc-voc, Other, Female,30, <=50K
21, Some-college, White, Male,30, <=50K
44, Masters, White, Female,48, <=50K
38, 10th, White, Male,35, <=50K
47, Some-college, White, Female,35, >50K
42, Doctorate, White, Male,60, >50K
42, Some-college, White, Male,40, <=50K
56, Bachelors, White, Female,45, >50K
32, Bachelors, White, Male,40, <=50K
24, Bachelors, White, Male,33, <=50K
26, Some-college, White, Male,40, <=50K
36, Bachelors, Black, Female,50, <=50K
49, 11th, White, Male,60, <=50K
65, HS-grad, White, Male,40, >50K
73, 7th-8th, Asian-Pac-Islander, Female,40, <=50K
34, 11th, White, Male,40, <=50K
22, Bachelors, White, Female,40, <=50K
49, Some-college, White, Female,30, <=50K
25, 11th, Black, Female,32, <=50K
39, 9th, White, Male,25, <=50K
19, 11th, White, Male,56, <=50K
24, 10th, White, Female,40, <=50K
34, HS-grad, White, Female,35, <=50K
35, HS-grad, White, Female,38, <=50K
21, HS-grad, White, Male,40, <=50K
43, Masters, White, Female,40, <=50K
35, Bachelors, Asian-Pac-Islander, Male,28, <=50K
39, Some-college, Black, Female,40, <=50K
48, Bachelors, White, Male,80, >50K
33, Assoc-acdm, Black, Male,32, <=50K
19, Some-college, White, Female,26, <=50K
17, 10th, White, Female,12, <=50K
43, Some-college, White, Male,50, <=50K
62, HS-grad, White, Female,42, <=50K
53, Masters, Black, Female,40, >50K
45, Masters, White, Male,60, >50K
47, HS-grad, Black, Female,40, <=50K
30, Some-college, Black, Female,40, <=50K
53, HS-grad, White, Female,33, <=50K
24, HS-grad, Black, Female,40, <=50K
41, Some-college, White, Male,40, <=50K
58, 5th-6th, Black, Female,40, <=50K
27, HS-grad, White, Male,50, <=50K
63, HS-grad, White, Female,38, <=50K
50, Some-college, White, Male,28, <=50K
43, Masters, Black, Female,47, >50K
29, Some-college, White, Male,60, <=50K
41, Some-college, White, Male,40, <=50K
55, HS-grad, White, Male,40, <=50K
36, HS-grad, White, Male,45, <=50K
23, HS-grad, White, Male,40, <=50K
22, Bachelors, White, Male,55, >50K
58, Some-college, White, Male,45, <=50K
25, 11th, Black, Female,40, <=50K
40, HS-grad, White, Female,30, <=50K
38, Assoc-voc, White, Female,39, <=50K
37, Bachelors, White, Male,40, >50K
19, Some-college, White, Female,35, <=50K
55, 10th, White, Male,29, <=50K
55, Bachelors, White, Male,50, >50K
28, Bachelors, White, Male,45, <=50K
53, HS-grad, White, Male,40, <=50K
32, HS-grad, White, Male,40, <=50K
60, Some-college, White, Male,42, <=50K
32, Some-college, White, Female,38, <=50K
34, HS-grad, White, Male,50, <=50K
49, Some-college, White, Male,45, >50K
21, Some-college, White, Female,30, <=50K
24, Bachelors, Black, Female,20, <=50K
53, Assoc-voc, Black, Female,40, <=50K
29, Assoc-voc, White, Male,40, <=50K
34, Bachelors, White, Female,40, <=50K
52, Prof-school, Asian-Pac-Islander, Female,40, <=50K
41, 5th-6th, White, Female,40, <=50K
21, HS-grad, White, Female,40, <=50K
43, Masters, White, Male,35, >50K
31, HS-grad, White, Male,40, <=50K
38, HS-grad, White, Male,40, <=50K
42, Bachelors, White, Male,60, >50K
62, Bachelors, White, Male,30, <=50K
51, 7th-8th, Amer-Indian-Eskimo, Female,40, <=50K
30, HS-grad, Black, Female,25, <=50K
24, Bachelors, White, Male,40, <=50K
36, HS-grad, White, Male,40, <=50K
57, 10th, White, Male,40, <=50K
46, Bachelors, White, Male,55, >50K
33, Doctorate, White, Male,40, <=50K
42, Some-college, White, Male,45, <=50K
62, HS-grad, White, Male,40, <=50K
64, Some-college, White, Male,20, <=50K
18, Some-college, White, Female,25, <=50K
43, 5th-6th, White, Male,35, <=50K
62, 7th-8th, White, Female,66, <=50K
29, Assoc-acdm, White, Male,50, <=50K
43, Bachelors, Black, Male,40, >50K
39, HS-grad, White, Male,40, >50K
69, Bachelors, White, Male,40, <=50K
34, Bachelors, White, Female,40, <=50K
44, Assoc-acdm, White, Male,45, >50K
25, Bachelors, White, Male,30, <=50K
47, Some-college, White, Male,40, <=50K
17, 10th, White, Male,8, <=50K
41, Bachelors, White, Male,65, <=50K
19, Some-college, White, Male,20, <=50K
57, 1st-4th, Other, Male,40, <=50K
25, HS-grad, Black, Male,35, <=50K
37, Some-college, White, Male,40, >50K
29, Assoc-voc, White, Male,40, <=50K
32, Some-college, White, Male,35, <=50K
35, Prof-school, White, Male,45, >50K
52, 12th, White, Male,40, <=50K
41, HS-grad, White, Female,40, <=50K
29, HS-grad, White, Female,38, <=50K
23, Masters, White, Female,36, <=50K
31, 11th, White, Male,40, <=50K
40, HS-grad, White, Male,50, <=50K
19, HS-grad, White, Female,20, <=50K
21, Some-college, White, Male,10, <=50K
37, Bachelors, White, Female,40, >50K
49, Prof-school, White, Male,35, >50K
64, HS-grad, White, Female,35, <=50K
37, Assoc-voc, White, Female,43, <=50K
70, Bachelors, White, Male,12, >50K
22, 10th, Asian-Pac-Islander, Male,30, <=50K
29, HS-grad, Asian-Pac-Islander, Male,40, <=50K
37, HS-grad, White, Male,40, <=50K
29, Bachelors, White, Male,40, <=50K
38, 11th, White, Male,65, <=50K
27, HS-grad, White, Male,50, <=50K
58, Bachelors, White, Male,35, >50K
60, Some-college, White, Female,35, <=50K
20, Some-college, White, Male,25, <=50K
51, Some-college, White, Male,40, >50K
37, 9th, White, Male,65, <=50K
22, 12th, White, Male,50, >50K
56, 10th, White, Male,60, <=50K
26, Bachelors, White, Female,42, >50K
19, Some-college, White, Female,25, <=50K
37, Assoc-voc, White, Female,30, <=50K
27, Some-college, White, Female,40, <=50K
27, HS-grad, Amer-Indian-Eskimo, Male,20, <=50K
52, Some-college, White, Male,50, <=50K
45, HS-grad, Black, Female,40, <=50K
28, Some-college, Amer-Indian-Eskimo, Male,40, <=50K
20, HS-grad, White, Female,40, <=50K
28, Masters, White, Female,50, <=50K
44, Assoc-voc, Black, Male,40, <=50K
30, Bachelors, White, Male,40, <=50K
26, Assoc-acdm, Black, Female,8, <=50K
55, Masters, White, Male,18, <=50K
46, HS-grad, White, Female,40, <=50K
51, Bachelors, White, Male,50, <=50K
25, Bachelors, White, Female,40, <=50K
43, HS-grad, White, Male,40, <=50K
19, HS-grad, White, Female,28, <=50K
36, HS-grad, White, Male,40, <=50K
36, Some-college, White, Male,40, <=50K
48, Bachelors, Asian-Pac-Islander, Female,40, <=50K
30, 11th, White, Male,40, <=50K
24, Bachelors, White, Male,44, >50K
30, HS-grad, White, Female,36, <=50K
24, Bachelors, White, Female,45, >50K
62, Bachelors, White, Male,40, <=50K
41, HS-grad, White, Male,40, <=50K
49, Prof-school, White, Male,85, >50K
36, HS-grad, White, Male,50, <=50K
47, Masters, White, Female,45, <=50K
49, Masters, White, Female,40, <=50K
52, Some-college, White, Male,40, <=50K
52, Assoc-acdm, White, Male,40, >50K
26, HS-grad, White, Male,53, <=50K
51, HS-grad, White, Male,40, <=50K
18, 10th, White, Male,20, <=50K
30, HS-grad, White, Male,40, <=50K
46, HS-grad, White, Male,20, <=50K
28, HS-grad, Black, Female,40, <=50K
48, Bachelors, White, Male,50, >50K
62, Some-college, White, Female,38, >50K
49, Bachelors, White, Male,44, <=50K
69, HS-grad, White, Female,24, <=50K
35, Bachelors, White, Male,45, >50K
78, Masters, Asian-Pac-Islander, Male,40, <=50K
61, Some-college, White, Male,45, >50K
24, Bachelors, White, Female,40, <=50K
29, Some-college, White, Female,40, <=50K
36, Bachelors, Other, Male,45, <=50K
17, 10th, White, Male,40, <=50K
27, HS-grad, Black, Male,80, >50K
64, HS-grad, White, Male,40, <=50K
33, HS-grad, White, Male,55, <=50K
32, 12th, White, Male,40, <=50K
19, Some-college, White, Female,20, <=50K
42, 11th, White, Male,40, <=50K
24, Bachelors, White, Female,15, <=50K
23, HS-grad, Black, Male,45, <=50K
51, Prof-school, White, Male,40, <=50K
31, Bachelors, White, Male,60, <=50K
44, Prof-school, White, Male,29, >50K
38, Masters, White, Female,50, >50K
44, Assoc-acdm, White, Female,56, >50K
44, 5th-6th, White, Male,40, <=50K
38, HS-grad, White, Male,44, <=50K
36, 9th, White, Female,40, <=50K
29, 1st-4th, White, Male,20, <=50K
46, Assoc-acdm, White, Female,25, <=50K
47, HS-grad, White, Male,40, <=50K
30, HS-grad, White, Male,40, >50K
37, HS-grad, White, Male,35, >50K
27, Bachelors, White, Male,45, <=50K
43, HS-grad, White, Female,50, <=50K
44, Prof-school, White, Male,40, >50K
31, Some-college, White, Male,60, <=50K
34, Bachelors, White, Male,45, >50K
39, Bachelors, White, Male,40, <=50K
36, Some-college, White, Female,40, <=50K
57, Bachelors, White, Male,40, >50K
78, 7th-8th, White, Female,35, <=50K
24, Some-college, White, Male,40, <=50K
39, Some-college, White, Female,40, <=50K
21, Assoc-acdm, White, Male,40, <=50K
34, HS-grad, White, Male,40, >50K
22, Some-college, White, Female,32, <=50K
36, Some-college, White, Female,40, <=50K
61, Some-college, White, Male,40, >50K
67, 9th, White, Male,15, <=50K
42, Some-college, Black, Female,21, <=50K
49, Assoc-voc, Asian-Pac-Islander, Male,40, >50K
58, Assoc-voc, White, Male,40, <=50K
37, Some-college, White, Male,60, <=50K
39, HS-grad, White, Male,44, <=50K
25, Some-college, Black, Female,40, <=50K
45, 5th-6th, White, Male,40, >50K
30, Bachelors, White, Male,40, <=50K
49, Some-college, White, Male,35, <=50K
36, HS-grad, White, Male,40, <=50K
23, HS-grad, White, Male,65, <=50K
51, Some-college, Black, Female,35, <=50K
55, HS-grad, White, Male,60, <=50K
35, Bachelors, White, Male,50, <=50K
45, Masters, White, Male,40, <=50K
36, Bachelors, White, Male,48, >50K
32, HS-grad, White, Male,40, <=50K
39, HS-grad, White, Male,55, <=50K
47, Some-college, White, Male,40, <=50K
49, Some-college, White, Male,45, >50K
52, Some-college, White, Male,55, >50K
44, Some-college, Black, Male,40, <=50K
36, Some-college, White, Male,50, >50K
40, Some-college, Black, Female,30, <=50K
17, 10th, White, Female,6, <=50K
18, HS-grad, White, Female,38, <=50K
30, Some-college, White, Female,25, <=50K
66, HS-grad, White, Female,50, <=50K
59, Bachelors, White, Male,50, <=50K
30, HS-grad, Black, Male,40, <=50K
50, HS-grad, White, Male,50, <=50K
24, HS-grad, White, Female,25, <=50K
28, Prof-school, Asian-Pac-Islander, Male,99, <=50K
44, Masters, White, Female,40, >50K
25, Assoc-voc, White, Male,40, <=50K
45, Masters, White, Male,50, >50K
20, HS-grad, White, Male,40, <=50K
67, Assoc-voc, White, Female,40, <=50K
40, Prof-school, White, Male,45, >50K
52, HS-grad, White, Male,40, <=50K
34, Doctorate, White, Male,50, >50K
37, Assoc-acdm, White, Male,45, >50K
17, 10th, White, Male,4, <=50K
25, Assoc-voc, White, Female,42, >50K
35, Bachelors, White, Male,40, <=50K
63, Masters, White, Female,40, >50K
38, Some-college, Amer-Indian-Eskimo, Female,40, <=50K
33, Bachelors, White, Male,60, >50K
51, Masters, White, Female,40, >50K
64, Doctorate, White, Male,50, >50K
50, Some-college, White, Male,40, <=50K
18, 10th, White, Male,56, <=50K
67, Masters, White, Male,99, <=50K
46, HS-grad, White, Male,40, <=50K
60, Bachelors, White, Male,50, <=50K
29, HS-grad, White, Female,40, <=50K
30, Some-college, Black, Female,40, <=50K
56, Doctorate, Asian-Pac-Islander, Male,40, <=50K
29, HS-grad, White, Female,40, >50K
37, Bachelors, Black, Female,27, <=50K
55, 1st-4th, White, Female,30, <=50K
24, HS-grad, White, Female,30, <=50K
21, HS-grad, White, Male,35, <=50K
46, Bachelors, White, Male,70, >50K
25, 12th, Other, Male,40, <=50K
40, HS-grad, White, Male,28, <=50K
23, Some-college, White, Female,40, <=50K
43, Some-college, Black, Male,30, <=50K
29, Some-college, Amer-Indian-Eskimo, Male,60, >50K
59, 10th, Asian-Pac-Islander, Female,40, <=50K
18, Some-college, Black, Male,35, <=50K
28, HS-grad, White, Male,32, <=50K
17, 11th, White, Female,15, <=50K
53, HS-grad, White, Male,40, >50K
22, 5th-6th, White, Female,40, <=50K
63, HS-grad, White, Male,40, <=50K
32, Masters, White, Female,45, >50K
40, HS-grad, Black, Female,35, <=50K
61, Prof-school, White, Male,50, >50K
35, HS-grad, White, Male,40, <=50K
43, Bachelors, Asian-Pac-Islander, Male,50, <=50K
20, Some-college, Asian-Pac-Islander, Female,40, <=50K
48, Some-college, White, Male,40, <=50K
56, Bachelors, White, Female,40, <=50K
51, HS-grad, White, Male,40, <=50K
34, Some-college, White, Male,40, <=50K
44, Some-college, Asian-Pac-Islander, Male,40, >50K
61, Masters, White, Male,40, >50K
37, Some-college, White, Male,44, >50K
36, Bachelors, White, Male,40, >50K
34, Some-college, Other, Male,40, <=50K
23, Some-college, White, Female,25, <=50K
63, Masters, White, Male,40, >50K
63, HS-grad, Black, Female,11, <=50K
47, Masters, White, Male,41, >50K
55, HS-grad, White, Female,50, >50K
31, Bachelors, Black, Male,48, <=50K
27, Some-college, White, Male,40, <=50K
58, Bachelors, White, Female,40, >50K
28, Some-college, White, Male,48, <=50K
52, 7th-8th, White, Female,64, <=50K
31, HS-grad, Black, Male,50, <=50K
53, Some-college, White, Female,38, <=50K
43, Some-college, White, Female,50, <=50K
43, HS-grad, Black, Male,40, <=50K
50, Masters, White, Male,80, >50K
68, HS-grad, White, Male,35, <=50K
37, 11th, White, Male,40, <=50K
26, HS-grad, White, Male,40, <=50K
22, 11th, White, Female,40, <=50K
22, Some-college, White, Male,55, <=50K
59, Some-college, White, Male,50, >50K
30, Some-college, White, Male,40, <=50K
24, HS-grad, White, Female,55, <=50K
30, HS-grad, White, Male,40, <=50K
50, Bachelors, White, Male,40, >50K
38, 12th, White, Male,40, <=50K
29, HS-grad, White, Male,40, <=50K
76, HS-grad, White, Male,24, <=50K
21, Assoc-voc, White, Male,40, <=50K
65, Some-college, White, Female,24, <=50K
43, HS-grad, White, Male,45, >50K
29, Bachelors, White, Female,24, <=50K
32, Bachelors, White, Male,45, <=50K
37, Assoc-acdm, White, Male,65, >50K
64, HS-grad, White, Male,16, <=50K
49, Some-college, White, Male,40, >50K
44, Bachelors, White, Male,40, >50K
68, HS-grad, White, Male,15, <=50K
34, Bachelors, White, Male,40, >50K
35, Some-college, White, Male,36, <=50K
53, Some-college, White, Female,43, <=50K
24, Assoc-voc, Asian-Pac-Islander, Male,50, <=50K
31, Some-college, White, Female,40, <=50K
25, Some-college, White, Male,38, <=50K
36, HS-grad, White, Male,45, <=50K
29, Some-college, White, Male,60, <=50K
37, HS-grad, White, Male,50, >50K
42, Doctorate, White, Female,45, <=50K
30, HS-grad, White, Female,40, <=50K
32, Some-college, White, Male,70, <=50K
47, Bachelors, Black, Male,45, >50K
44, HS-grad, White, Male,40, >50K
19, HS-grad, White, Male,40, <=50K
22, HS-grad, White, Male,48, <=50K
51, 9th, White, Male,50, >50K
69, HS-grad, White, Male,16, <=50K
73, 11th, White, Male,8, <=50K
18, 11th, White, Female,20, <=50K
33, HS-grad, White, Male,40, <=50K
22, Some-college, White, Female,55, <=50K
33, Bachelors, White, Female,45, >50K
20, Some-college, White, Female,40, <=50K
28, Some-college, White, Male,40, <=50K
25, HS-grad, White, Female,40, <=50K
27, HS-grad, White, Male,48, <=50K
22, HS-grad, White, Male,40, <=50K
67, HS-grad, White, Male,35, <=50K
31, HS-grad, White, Male,40, <=50K
36, Some-college, White, Female,25, <=50K
43, Prof-school, Asian-Pac-Islander, Male,50, >50K
33, Bachelors, White, Female,40, <=50K
37, HS-grad, White, Female,35, >50K
27, HS-grad, Black, Male,60, <=50K
36, Some-college, White, Male,40, <=50K
33, Assoc-acdm, White, Female,45, <=50K
63, Bachelors, White, Male,40, >50K
48, Bachelors, White, Female,56, >50K
25, HS-grad, White, Male,45, <=50K
41, HS-grad, White, Male,10, <=50K
26, HS-grad, White, Male,40, <=50K
23, Some-college, Black, Female,40, <=50K
33, HS-grad, Black, Female,40, <=50K
30, Masters, Asian-Pac-Islander, Male,17, <=50K
67, HS-grad, White, Female,20, <=50K
32, HS-grad, White, Male,55, >50K
48, HS-grad, White, Male,60, >50K
51, HS-grad, White, Female,24, <=50K
39, Masters, Asian-Pac-Islander, Male,40, <=50K
40, Bachelors, White, Male,60, <=50K
40, HS-grad, Black, Male,40, >50K
19, HS-grad, White, Male,40, <=50K
28, HS-grad, White, Female,36, <=50K
47, Bachelors, White, Male,60, >50K
20, Some-college, White, Female,20, <=50K
41, HS-grad, White, Male,40, <=50K
29, Some-college, Amer-Indian-Eskimo, Female,40, <=50K
40, Bachelors, White, Male,50, >50K
61, HS-grad, White, Female,40, <=50K
25, 11th, White, Male,40, <=50K
26, HS-grad, White, Male,40, <=50K
43, Bachelors, White, Female,40, <=50K
17, 7th-8th, White, Male,45, <=50K
43, Masters, Black, Female,40, >50K
73, HS-grad, White, Male,40, <=50K
46, Some-college, White, Female,40, <=50K
19, Some-college, White, Male,20, <=50K
37, HS-grad, White, Male,40, <=50K
26, Some-college, White, Male,40, <=50K
47, HS-grad, White, Male,40, <=50K
47, Masters, White, Male,40, <=50K
29, Bachelors, White, Male,40, <=50K
29, HS-grad, White, Female,40, <=50K
33, Bachelors, White, Male,55, <=50K
20, HS-grad, White, Male,40, <=50K
28, 10th, Other, Female,48, <=50K
26, Bachelors, White, Male,45, <=50K
41, Masters, White, Male,40, <=50K
67, 7th-8th, White, Male,40, <=50K
43, Bachelors, White, Male,50, <=50K
35, 9th, White, Male,46, <=50K
18, 12th, White, Female,25, <=50K
55, Some-college, White, Male,40, <=50K
44, HS-grad, Black, Female,40, <=50K
64, HS-grad, White, Female,15, <=50K
34, Assoc-voc, White, Male,75, <=50K
38, Some-college, White, Male,60, >50K
25, HS-grad, White, Female,8, <=50K
21, Some-college, Black, Male,40, <=50K
37, 1st-4th, White, Male,53, <=50K
39, Some-college, White, Female,40, <=50K
34, Some-college, White, Female,50, <=50K
23, Bachelors, White, Female,45, <=50K
54, Some-college, White, Male,40, >50K
49, Masters, White, Male,70, >50K
25, HS-grad, White, Female,40, <=50K
51, Assoc-acdm, White, Male,50, <=50K
29, HS-grad, White, Male,35, <=50K
27, Bachelors, Black, Female,48, <=50K
53, HS-grad, White, Female,40, <=50K
68, Bachelors, White, Male,55, >50K
56, HS-grad, White, Male,40, >50K
30, Doctorate, White, Male,40, <=50K
24, HS-grad, Amer-Indian-Eskimo, Female,48, <=50K
70, 9th, White, Female,25, <=50K
24, Some-college, White, Female,40, <=50K
74, Assoc-acdm, White, Female,20, <=50K
23, Some-college, White, Female,25, <=50K
41, Masters, White, Male,55, <=50K
45, HS-grad, White, Female,19, <=50K
35, HS-grad, White, Male,40, <=50K
21, HS-grad, White, Male,40, <=50K
45, 11th, Black, Female,25, <=50K
18, 11th, White, Female,30, <=50K
49, Bachelors, White, Male,25, <=50K
49, Assoc-voc, White, Female,36, <=50K
45, Bachelors, White, Male,37, <=50K
27, HS-grad, Asian-Pac-Islander, Male,40, <=50K
28, Some-college, Asian-Pac-Islander, Male,40, <=50K
35, Bachelors, White, Male,45, >50K
33, Some-college, White, Male,40, <=50K
35, 11th, White, Male,35, <=50K
19, HS-grad, White, Male,40, <=50K
33, Some-college, White, Female,28, <=50K
28, HS-grad, Amer-Indian-Eskimo, Male,40, >50K
49, Some-college, White, Female,40, <=50K
61, HS-grad, White, Male,32, <=50K
39, Some-college, White, Male,25, <=50K
22, HS-grad, White, Female,40, <=50K
42, 10th, White, Male,40, <=50K
22, Some-college, White, Male,40, <=50K
18, HS-grad, White, Male,40, <=50K
49, 9th, White, Male,40, >50K
33, Doctorate, White, Male,40, >50K
28, HS-grad, White, Male,45, <=50K
42, 7th-8th, White, Male,35, <=50K
20, Some-college, White, Male,25, <=50K
50, Some-college, White, Male,48, <=50K
32, Some-college, White, Male,40, >50K
31, HS-grad, White, Female,40, <=50K
29, Assoc-voc, Black, Male,40, <=50K
46, Some-college, White, Male,40, <=50K
32, Doctorate, White, Male,77, <=50K
61, HS-grad, White, Female,24, <=50K
43, 11th, White, Male,55, <=50K
35, HS-grad, White, Female,40, <=50K
39, Bachelors, White, Male,40, <=50K
18, 11th, White, Male,35, <=50K
42, Some-college, White, Male,60, <=50K
23, Bachelors, White, Female,40, <=50K
32, Bachelors, White, Male,45, <=50K
52, HS-grad, White, Male,85, >50K
36, Assoc-acdm, White, Male,40, >50K
38, Some-college, White, Male,50, >50K
50, HS-grad, White, Female,72, >50K
23, Assoc-acdm, White, Male,40, <=50K
71, Prof-school, White, Male,12, >50K
27, HS-grad, Black, Female,30, <=50K
56, HS-grad, White, Male,60, <=50K
28, Some-college, White, Male,40, <=50K
45, HS-grad, White, Male,40, <=50K
28, HS-grad, White, Female,40, <=50K
28, Some-college, White, Male,40, <=50K
18, Some-college, White, Female,15, <=50K
62, 7th-8th, White, Male,40, <=50K
35, 12th, White, Female,40, <=50K
39, 10th, White, Male,60, <=50K
24, Some-college, Black, Male,20, <=50K
58, 9th, Black, Male,40, <=50K
48, HS-grad, White, Male,40, <=50K
57, Bachelors, White, Male,50, >50K
31, Bachelors, White, Male,60, <=50K
25, HS-grad, White, Male,40, <=50K
34, Bachelors, White, Female,36, >50K
29, 7th-8th, White, Male,72, <=50K
38, Assoc-acdm, Black, Female,40, <=50K
21, Some-college, White, Female,40, <=50K
34, HS-grad, White, Male,70, <=50K
50, Bachelors, White, Female,32, <=50K
50, HS-grad, Black, Female,40, <=50K
49, Assoc-voc, Black, Female,45, <=50K
30, Bachelors, White, Male,70, <=50K
29, Masters, Asian-Pac-Islander, Male,20, <=50K
22, Some-college, Other, Male,20, <=50K
42, HS-grad, White, Male,50, <=50K
19, Some-college, White, Male,40, <=50K
31, Some-college, White, Female,48, <=50K
42, Bachelors, White, Male,21, <=50K
20, Some-college, White, Male,20, <=50K
51, HS-grad, White, Male,40, <=50K
50, 10th, White, Male,40, >50K
27, 9th, White, Male,40, <=50K
26, 11th, White, Male,40, <=50K
61, HS-grad, White, Male,40, >50K
20, Some-college, White, Male,40, <=50K
51, Some-college, White, Male,40, >50K
52, HS-grad, White, Male,40, <=50K
33, HS-grad, White, Male,38, <=50K
31, Bachelors, Asian-Pac-Islander, Male,60, <=50K
24, Some-college, White, Female,40, <=50K
56, Bachelors, White, Male,40, <=50K
19, Some-college, White, Male,40, <=50K
29, 11th, White, Male,50, <=50K
18, HS-grad, White, Female,30, <=50K
43, Some-college, Black, Male,50, <=50K
43, Doctorate, White, Male,64, >50K
21, HS-grad, White, Male,40, <=50K
51, HS-grad, White, Female,40, <=50K
20, 11th, White, Female,39, <=50K
41, Some-college, White, Male,65, >50K
45, Some-college, White, Male,40, >50K
20, HS-grad, White, Female,30, <=50K
28, Bachelors, White, Female,60, >50K
50, Masters, White, Female,40, >50K
